StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q34,Q6,Q12,Q13,Q14,Q16,Q39_1,Q39_2,Q39_3,Q39_4,Q33,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q37_9,Q37_10,Q37_11,Q37_12,Q37_13,Q37_14,Q37_15,Q37_16,Q37_17,Q37_18,Q37_18_TEXT,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_9_TEXT,Q25,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q35_9,Q35_10,Q35_11,Q35_12,Q35_13,Q35_13_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_5_TEXT,Q27,Q28,Q28_5_TEXT,Q29,Q30,Q31,Q31_5_TEXT,Q44,Q25,Q26,Q38,Q33,Q35,Q34,Q34_5_TEXT,Q25 - Parent Topics,Q25 - Topics,Q_AmbiguousTextPresent,Q_AmbiguousTextQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions,Q25 - Topic Hierarchy Level 1
2023-05-09 04:26:45,2023-05-09 04:34:34,IP Address,100,468,True,2023-05-09 04:34:35,R_2ymaQxxyCFDb8WZ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Год,Brasov,Probably yes,Master or equivalent level,Basic,Basic,Intermediate,Fluent,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,,,Телеграм и сайты предоставленных беженцам об этой организации,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,Fully trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,,,4,3,2,1,5,,Yes,"Reliable,Credible",,Я использую только официальные источники,Yes,"Reliable,Credible",,Использовала официальные источники,Definitely yes,Телеграм,I found a part fo the necessary information for my migration journey,,Сад для ребенка 2 лет,"Infographics,SMS messages,Text",,,Unknown,1,"QID34,QID41,QID56,QID60",0,0,,0.037037037037037035,QID58,
2023-05-09 04:41:02,2023-05-09 04:57:45,IP Address,100,1002,True,2023-05-09 04:57:45,R_R3vB5xhyNlQvdXr,anonymous,UK,Yes,Yes,Yes,Yes,Yes,07.2022,яси,Probably yes,Master or equivalent level,Fluent,Fluent,Intermediate,,,Sometimes,Most of the time,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Most of the time,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,,Never,Most of the time,Never,Sometimes,Most of the time,Never,Never,Never,Never,,"Телеграм канал, фейсбук, спілкування з друзями, які проживають в Румунії",Somehow trusted it,,,,,,,,,,Somehow trusted it,,,,5,4,3,2,1,Відгуки знайомих,Not Applicable: I did not have a look at the information provided by organizations,"Credible,Transparent",,"Я не зверталась до організацій. Ту інформацію, яку мені надали знайомі, виявилась достовірною.",,,,Ще не знайомилась з інформацією,Definitely not,"Українці в Яси телеграм канал, Українці в Румунії",I found a part fo the necessary information for my migration journey,,Не виникло труднощів,"Infographics,Text",,,Unknown,0,,0,0,,0,,
2023-05-09 05:09:19,2023-05-09 05:20:18,IP Address,100,658,True,2023-05-09 05:20:18,R_2WIpJPFFCbdBHtV,anonymous,EN,Yes,Yes,Yes,Yes,Yes,"November, 2022",wroclaw,Probably yes,Master or equivalent level,Fluent,,Fluent,Basic,,Most of the time,Most of the time,Most of the time,Never,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Never,Sometimes,Most of the time,Never,Sometimes,Never,,Most of the time,Most of the time,Never,Most of the time,Most of the time,Sometimes,Never,Never,Never,,"gov.pl, facebook",Fully trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,I did not trust it,,4,3,1,2,5,,Yes,Accurate,,,,,,"The Red Cross organisation is not 100% reliable for Ukrainian people, as it failed in many cases to help Ukrainians in Ukraine, on the occupied territory. ",Might or might not,"facebook, telegram",I found a part fo the necessary information for my migration journey,,.,"Videos,Text",,,Unknown,1,"QID13,QID34",0,0,,0.038461538461538464,QID41,
2023-05-09 11:11:09,2023-05-09 11:21:35,IP Address,100,625,True,2023-05-09 11:21:35,R_1IWoUeximKLOIJ1,anonymous,EN,Yes,Yes,Yes,Yes,Yes,"ВОЗВРАЩАЮСЬ В УКРАИНУ ПЕРИОДИЧЕСКИ ","София ",Probably not,Bachelor or equivalent level,Fluent,Fluent,Intermediate,Basic,,Most of the time,Never,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Never,Never,Never,Sometimes,Never,Sometimes,,,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,,,"Телеграткмм кагалы, гугл запросы , адреса соц служб ",Fully trusted it,Fully trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,I did not trust it,I did not trust it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,I did not trust it,,,5,4,2,1,3,"Вайбер ",Sometimes,"Credible,Other:","Противоречивый ","Вероятно болгарское правительво не очень заинтересовано помогать украинцам ",,Other:,"Не было информации. Не следила за ней ","Не было в рамках моих интересов ",Might or might not,"Телеграмм каналы. Реальные люди ",I found a part fo the necessary information for my migration journey,,"Люди в соц центрах не всегда доброжелателтны. Поограмма с жильем не работает ","Videos,Text",,,Unknown,1,"QID34,QID41,QID56,QID12,QID60,QID43,QID38",0,0,,0.037037037037037035,QID58,
2023-05-09 10:21:07,2023-05-09 10:21:35,IP Address,9,27,False,2023-05-09 11:30:30,R_zYKx9OOlMZjroZz,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-09 09:04:55,2023-05-09 09:05:37,IP Address,26,42,False,2023-05-09 11:30:31,R_22zsWk1NrNSkjx1,anonymous,UK,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-09 06:15:50,2023-05-09 06:16:46,IP Address,17,55,False,2023-05-09 11:30:31,R_2B3S6oCXxJTrpmK,anonymous,UK,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-09 07:24:59,2023-05-09 07:29:07,IP Address,69,247,False,2023-05-09 11:30:32,R_ZgvLqzdCrURnPup,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Травень 2022,Новодар,Probably yes,Master or equivalent level,Fluent,Fluent,Basic,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,Transparent,,,Sometimes,Transparent,,,,,,,,,,,,0,,0,0,,0.125,"QID41,QID56",
2023-05-09 04:58:22,2023-05-09 04:59:39,IP Address,26,76,False,2023-05-09 11:30:32,R_3gOtRlBwW9Fqtux,anonymous,UK,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-09 03:17:59,2023-05-09 03:22:15,IP Address,51,255,False,2023-05-09 11:30:34,R_xrw2dA29sIa2RFL,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Березень 2022,"гауда ",Probably not,Bachelor or equivalent level,Fluent,Fluent,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-09 03:15:31,2023-05-09 03:15:42,IP Address,9,11,False,2023-05-09 11:30:35,R_40DdEcfzKfVcjwB,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-09 03:10:16,2023-05-09 03:10:56,Spam,17,39,False,2023-05-09 11:30:35,R_2vjMerGs2SSvSFf,anonymous,UK,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-09 02:56:53,2023-05-09 02:57:24,IP Address,9,31,False,2023-05-09 11:30:36,R_1q88LAQjDUQwVvf,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-09 02:52:33,2023-05-09 02:58:22,IP Address,57,348,False,2023-05-09 11:30:47,R_AEUNciEbh4F8yPf,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Березень 2022,",Tilburg",Probably yes,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,Французька,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I did not trust it,Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Fully trusted it,I did not trust it,Fully trusted it,Fully trusted it,,,3,4,1,2,5,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-09 02:48:30,2023-05-09 02:48:37,Spam,9,7,False,2023-05-09 11:30:47,R_1fdCw056vWiOqs8,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-09 02:40:17,2023-05-09 02:49:45,IP Address,69,567,False,2023-05-09 11:30:51,R_2TGYuHyLhHzOab2,anonymous,UK,Yes,Yes,Yes,Yes,Yes,02.2022,"Кишинев ",Probably yes,Secondary education,Fluent,Fluent,Basic,Basic,,Never,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Never,Sometimes,Never,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,,,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Never,Sometimes,,,dopomoga.gov.md,,,,,,,,,,,,,,,,,,,,,Yes,Reliable,,,,,,,,,,,,,,,Unknown,0,,0,0,,0.0625,QID41,
2023-05-08 15:57:58,2023-05-08 16:04:31,IP Address,74,393,False,2023-05-09 11:30:54,R_3KpCtfmLsu46JpF,anonymous,UK,Yes,Yes,Yes,Yes,No,05.2023,біла церква,Probably not,Master or equivalent level,Intermediate,Intermediate,Basic,Intermediate,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Never,,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Never,Sometimes,Most of the time,Never,,,Fully trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,Fully trusted it,Somehow trusted it,I did not trust it,,4,3,1,2,5,З,Yes,Credible,,,,,,,,,,,,,,,,0,,0,0,,0.1111111111111111,"QID34,QID41",
2023-05-08 18:05:56,2023-05-08 18:06:21,IP Address,9,25,False,2023-05-09 11:30:56,R_1rH3vy1jTc8YTHd,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-08 07:21:19,2023-05-08 07:30:56,IP Address,91,577,False,2023-05-09 11:30:58,R_bf8qnTN9ys3Q4CJ,anonymous,UK,Yes,Yes,Yes,Yes,Yes,06.09.2022,"Apeldoorn ",Definitely yes,Secondary education,Intermediate,Fluent,Intermediate,Intermediate,,Most of the time,Sometimes,Sometimes,Never,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Never,Most of the time,Never,Never,Never,Never,Most of the time,Most of the time,,,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,,,,Somehow trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,,,3,4,2,1,5,,Yes,"Reliable,Accurate,Transparent",,,Sometimes,"Credible,Transparent",,,Definitely yes,,I found all information necessary for my migration journey,,,,,,,0,,0,0,,0.16666666666666666,"QID34,QID38,QID41,QID56",
2023-05-08 10:42:52,2023-05-08 10:43:38,IP Address,26,46,False,2023-05-09 11:31:00,R_1ithp9oB60AVhCm,anonymous,UK,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-08 07:11:53,2023-05-08 07:12:36,IP Address,9,42,False,2023-05-09 11:31:01,R_2xyD1EFvEKeUQa2,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-08 04:53:00,2023-05-08 04:53:09,IP Address,6,9,False,2023-05-09 11:31:02,R_2chJMBbjPf4JYou,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-09 14:28:12,2023-05-09 14:44:36,IP Address,100,984,True,2023-05-09 14:44:36,R_3J4Ntp5iVnUBCH6,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Березень 2022,гауда,Probably yes,Master or equivalent level,Fluent,Fluent,Intermediate,,,Never,,,,,Sometimes,Sometimes,,Never,,Never,Never,Never,Never,,,Never,,,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,,,,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,Somehow trusted it,I did not trust it,Fully trusted it,Fully trusted it,,,4,3,2,1,5,"WhatsApp ",Yes,Credible,,"Інформація правдива, та не оновлюється достатньо оперативно, все проходить дуже повільно.  Багато моментів просто не пояснюється на початку, а взнається в процесі. Наприклад,  нам потрібно було переоформитися за іншою адресою в цьому ж місті, але ніде не було зазначено, що ця проста процедура має здійснитися аж протягом місяця. А мені потрібен був срочно бсн за новою адресою",,,,,Might or might not,"Дивлячись що я шукаю. Іноді - виключно офіційним джерелам, іноді - соцмережам",I found a part fo the necessary information for my migration journey,,"Тяжко дозвонитися та прояснити прості питання із муніціпалітетом. Було б добре, якщо б там працювала хоча б одна людина україно чи російськомовна як посередник, хоча б один день на тиждень для більш оперативності. Тут все дуже повільно вирішується",Other:,"Різне, в залежності від мети пошуку",,,0,,0,0,,0.07692307692307693,"QID34,QID56",
2023-05-09 11:46:09,2023-05-09 11:51:44,IP Address,57,334,False,2023-05-09 23:56:50,R_22XlGzPeJWxsLHD,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Березень 2022,Іспанія,Probably not,Master or equivalent level,Fluent,Fluent,Basic,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,,2,3,1,5,4,Новини телеканал України,,,,,,,,,,,,,,,,,,0,,0,0,,0.07692307692307693,QID58,
2023-05-10 00:17:11,2023-05-10 00:26:30,IP Address,100,559,True,2023-05-10 00:26:31,R_3m95gcMRx6SKIUb,anonymous,UK,Yes,Yes,Yes,Yes,Yes,26.02.2022,"Brasov ",Probably yes,Bachelor or equivalent level,Fluent,Fluent,Basic,,,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,,"ООН,красный крест,World vision",Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,Fully trusted it,Fully trusted it,,,5,3,2,1,4,,Yes,Accurate,,Доверилась,Yes,Accurate,,Доверилась,Might or might not,Брашов для украинцев,I found a part fo the necessary information for my migration journey,,Не сталкивалась,"SMS messages,Text",,,Unknown,0,,0,0,,0,,
2023-05-10 00:17:50,2023-05-10 00:28:21,IP Address,100,631,True,2023-05-10 00:28:22,R_2wjfQDOXwPoCP9I,anonymous,UK,Yes,Yes,Yes,Yes,Yes,05.03.2022,Constanta,Probably not,Master or equivalent level,Fluent,Fluent,Basic,,,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Never,Sometimes,Sometimes,Sometimes,,,Most of the time,Most of the time,Sometimes,Never,Sometimes,Most of the time,Most of the time,Sometimes,,,"Українські пабліки ",Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,I did not trust it,I did not trust it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,,,2,1,3,4,5,,Yes,Credible,,,Yes,"Reliable,Credible",,,Definitely not,,I found a part fo the necessary information for my migration journey,,"Один офіційний портал з структурованою інформацією про права, правила и допомогу організацій. Бо на початку вся інформація була через «сарафанне радіо»","Infographics,Text",,,Unknown,0,,0,0,,0.11538461538461539,"QID38,QID41,QID56",
2023-05-10 00:35:16,2023-05-10 00:41:49,IP Address,100,392,True,2023-05-10 00:41:51,R_XgEN8Ds8nDkIytP,anonymous,UK,Yes,Yes,Yes,Yes,Yes,20.03.2023,"Брашов, Румунія ",Definitely not,Master or equivalent level,Fluent,Fluent,Fluent,Basic,,Sometimes,Most of the time,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Most of the time,Never,Sometimes,Never,Never,Never,Never,Never,,Most of the time,Never,Sometimes,Most of the time,Sometimes,Sometimes,Never,Never,Never,,"Брашов для України ",Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,I did not trust it,Fully trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,,4,3,2,1,5,,Not Applicable: I did not have a look at the information provided by organizations,Accurate,,,Yes,Accurate,,,Might or might not,"Телеграм канали ",I found all information necessary for my migration journey,,-,Text,,,Unknown,0,,0,0,,0.07692307692307693,"QID41,QID56",
2023-05-10 00:29:43,2023-05-10 00:45:53,IP Address,100,970,True,2023-05-10 00:45:54,R_1ODBJoQfwOu1xHB,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Березень 2022,"брашов ",Probably yes,Secondary education,Fluent,Fluent,Basic,,,Most of the time,Sometimes,Most of the time,Sometimes,Never,Most of the time,Most of the time,Sometimes,Never,Sometimes,Most of the time,Sometimes,Never,Never,Most of the time,Sometimes,Sometimes,,,Never,Sometimes,Never,Never,Most of the time,Never,Never,Sometimes,,,Телеграмм чат,Somehow trusted it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,I did not trust it,,,4,3,2,1,5,,Not Applicable: I did not have a look at the information provided by organizations,Transparent,,,,,,,Might or might not,Телеграмм чат,I found little information,,Нє знання мови. Хочу вчити англійську,Text,,,Unknown,0,,0,0,,0.07692307692307693,"QID41,QID56",
